id	title	link	price	description	condition	image_link
710	Sennheiser Electronic Binaural Headset w/ XL Ear Cap 	http://pricetack.com/item/sennheiser-electronic-binaural-headset-w-xl-ear-ca-710	195.00 USD	"<p>CC550 Binaural Headset w/ Noise Cancelling Microphone, Extra-large Ear Caps. Features extra-large, padded ear caps to block out a maximum of noise and substantially improve concentration and comfort. Ultra Noise Canceling blocks out a maximum of ambient noise, making your voice easier to understand. Ideal for extended periods of heavy-duty use in very high noise-level, open-plan offices and contact centers.</p>"	used	http://pricetack.com/static/uploads/item.image.8f3e2bee11fdef5f.5f646174615f696d616765735f63616368655f345f696d616765735f70726f644c617267655f43433535307e3234307e3234302e6a7067.jpg
717	COBY MID8048-4 KYOS CAPACITIVE ANDROID OS 4.0 TABLET (8"")	http://pricetack.com/item/coby-mid8048-4-kyos-capacitive-android-os-40-table-717	199.99 USD	"<p>COBY MID8048-4 KYOS CAPACITIVE ANDROID OS 4.0 TABLET (8"""") LCD CAPACITIVE MULTI-TOUCHSCREEN ; 800 X 480 RESOLUTION; HIGH- SPEED 1 GHZ PROCESSOR; WI-FI 802.11 B/G/N; EBOOK READER; 32GB MEMORY WITH OPTIONAL MICROSDHC CARD SLOT; USERS CAN VIEW PAGES IN A PORTRAIT OR LANDSCAPE LAYOUT; RECHARGEABLE LI-POLY BATTERY;;</p>"	used	http://pricetack.com/static/uploads/item.image.9a160d698cb68d74.5f646174615f696d616765735f63616368655f3130395f316136303365633262643932616164643232306134383565343665633633386562616230316139646565656366346231316133346533333262313662346565355f313030305f313030307e3234307e3234302e6a7067.jpg
738	21" FAUX LTH TROLLEY TOTE BAG 	http://pricetack.com/item/21-faux-lth-trolley-tote-bag-738	56.95 USD	"<p>This trolley tote bag features a versatility valued by the frequent flier; it can be rolled, carried by hand, or thrown over the shoulder, depending on the weight of that day’s haul. Features high-quality man-made Angola material, multiple pockets, full lining, locking telescopic trolley handle, detachable padded shoulder strap, padded hand strap, and reinforced double layer bag bottom. Measures 11-3/8"" x 21"" x 13"".</p>"	used	http://pricetack.com/static/uploads/item.image.9f801ed3b9e2b627.5f646174615f696d616765735f63616368655f365f306334326135386533616431643334316430313565356665656135363834323933376431356131653061656337636430393531653533366564636432366130655f3830305f3830307e3234307e3234302e6a7067.jpg
248	Animals Print Shopping/Beach Bag	http://pricetack.com/item/animals-print-shoppingbeach-bag-248	20.00 USD	"<p>Animals Print Shopping/Beach Bag. 20 X 14 X 5. (color OFF WHITE/BROWN/CAMEL as shown). 2 handles. 1 inner pocket. 1 outer zipper pockets. Zipper closure.</p>"	used	http://pricetack.com/static/uploads/item.image.a73a40ba0045c452.31353248422d4256543730382d31322e6a7067.jpg
625	Pyramid Candles	http://pricetack.com/item/pyramid-candles-625	13.92 USD	"<p>50 Pyramid Candles Low As $11.95, Free Shipping Pryamid Candles are ten percent larger diameter than chimes candles and contain 15% More Wax, burn longer and hotter.</p><p>Pryamid Candles are ten percent larger diameter than chimes candles and contain 15% More Wax, burn longer and hotter.</p><p>These slightly larger (9/16th) diameter pyramid candles are boxed 50 Candles to the box. $13.95. Work on pyramids or can be used on chimes and tree holders. Early Order Sale 2 or more boxes $12.79 each,($25.58)(sale ends soon) Free shipping until thanksgiving.</p><p>Many of these items are not yet on the animated order page with online ordering. Suggest you just phone us up anytime around the clock and we will discuss, answer questions and take your order with the latest information and prices.</p><p>Call anytime. 24/7- 7days 605 335-4125, If no answer call back in 15, we are often on the phone with a customer on other line. Or cell phone 605 376 4125.</p><p>We have rapidly changing situation on availability in busy season, so can discuss options if need be so phone works out as good method to order..</p><p>Pyramid Candles available only in Red , White and Gold.</p><p>These slightly larger (9/16th) diameter pyramid candles are boxed 50 Candles to the box. $13.95. Work on pyramids or can be used on chimes and tree holders. Early Order Sale 2 or more boxes $12.79 each,($25.58)(sale ends soon) Free shipping until thanksgiving.</p><p>Many of these items are not yet on the animated order page with online ordering. Suggest you just phone us up anytime around the clock and we will discuss, answer questions and take your order with the latest information and prices.</p><p>Call anytime. 24/7- 7days 605 335-4125, If no answer call back in 15, we are often on the phone with a customer on other line. Or cell phone 605 376 4125.</p><p>We have rapidly changing situation on availability in busy season, so can discuss options if need be so phone works out as good method to order..</p><p>Pyramid Candles available only in Red , White and Gold.</p><p><a href=""http://angelchimescandles.com/pyramid1.htm"">http://angelchimescandles.com/pyramid1.htm</a></p>"	used	http://pricetack.com/static/uploads/item.image.b10cef3020a9f0de.507972616d69645f43616e646c65732e6a7067.jpg
224	Multi Color Stretchy Rhinestone Butterfly Ring	http://pricetack.com/item/multi-color-stretchy-rhinestone-butterfly-ring-224	30.00 USD	"<p>Multi Color Stretchy Rhinestone Butterfly Ring. One Size Fits Most.</p>"	used	http://pricetack.com/static/uploads/item.image.8bbe5d5f45a82d59.3233324a2d5752313035305f342e4a5047.JPG
187	Small/Medium Sexy Crop Top Police Costume	http://pricetack.com/item/smallmedium-sexy-crop-top-police-costume-187	60.00 USD	"<p>Small/Medium Sexy Crop Top Police Costume-5 piece set--Great for Halloween or a costume party. Includes keyhole crop top with button accents and arm patch - matching shorts - baseball cap - baton and handcuffs. 100% nylon.</p><p>Size: Small/Medium</p><p>This posting is for Small/Medium size only. I have another posting for a size Medium/Large in my store.</p>"	used	http://pricetack.com/static/uploads/item.image.802c1ea0f35633a6.303137304c532d37303038302e6a7067.jpg
226	Body Jewelry Assorted Pack. 40 pieces.	http://pricetack.com/item/body-jewelry-assorted-pack-40-pieces-226	150.00 USD	"<p>Body Jewelry Assorted Pack. 40 pieces. Package will include an assortment of styles shown in image.</p>"	used	http://pricetack.com/static/uploads/item.image.b75a4469523b7ed4.323233412d504b3030373634504b2e6a7067.jpg
79	Indiana University Golf Shirt L	http://pricetack.com/item/indiana-university-golf-shirt-l-79	13.00 USD	"<div style=""text-align: left;"">Red 100% cotton pique polo/golf shirt by Antigua</div><div style=""text-align: left;"">Indiana University ""IU"" logo front left - no other logos</div><div style=""text-align: left;"">3 buttons - short sleeves banded</div><div style=""text-align: left;"">Size: Large (23 inch chest - 32 inch length)</div><div style=""text-align: left;"">Preowned - good condition</div>"	used	http://pricetack.com/static/uploads/item.image.88b3233b10d1f855.494d475f323130382e4a5047.JPG
770	Cool Water Wave 1.7 oz EDT Perfume by  Davidoff for Women	http://pricetack.com/item/cool-water-wave-17-oz-edt-perfume-by-davidoff-for--770	25.95 USD	"<p>Splash on Cool Water Wave by Davidoff for a little confidence before a romantic evening. Introduced in 2007, this perfume for women is a fragrant blend of notes that creates a tropical but tranquil scent. The notes of passion fruit and guava are blended with freesia, pink pepper and other floral scents, and the sandalwood musk completes the Cool Water Wave fragrance. Such a vibrant blend of scents is sure to linger throughout your romantic evening.</p>"	used	http://pricetack.com/static/uploads/item.image.bdf0168045f2048b.3632373431572e6a7067.jpg
220	Stretchy Sea Robber Skull Ring	http://pricetack.com/item/stretchy-sea-robber-skull-ring-220	20.00 USD	"<p>Stretchy Sea Robber Skull Ring. (color as shown). One size fits all.</p>"	used	http://pricetack.com/static/uploads/item.image.9cf98d8dbcf8edad.3631374a2d5752313133392e6a7067.jpg
522	M401 Smart PCC	http://pricetack.com/item/m401-smart-pcc-522	27.99 USD	"<p>This is the black M401 smart PCC for for e-cigarettes electronic cigarettes. The M401 smart PCC can charge 1 M401 battery and carry M401 atomizers (or 4 M401 cartridges), 2 batteries. The M401 smart PCC can fit both manual and auto M401 batteries.</p><p>M401 smart PCC Including *Black M401 smart PCC for e-cigarettes  1pc *USB cable  1pc This item does not include any battery, atomizer or cartridge.</p><p>Parameter Capacity built-in 1400mAh battery a full-charged new M401 smart PCC can charge a 200mAh battery up to 4 times. Output voltage DC 3.7V Length 98mm Width 56mm Thickness 24mm</p>"	used	http://pricetack.com/static/uploads/item.image.99d765fbaec6f04d.326231616335656539636561353835392e6a7067.jpg
393	Asdf	http://pricetack.com/item/asdf-393	33.00 USD	""	used	http://pricetack.com/static/uploads/no_table.image.949653f68651eefd.386331303136302e6a7067.jpg
718	COBY MID9742-8 KYROS(TM) 9.7"" ANDROID(TM) OS 4.0 CAPACTIVIE TOUCHSCREEN TABLET	http://pricetack.com/item/coby-mid9742-8-kyrostm-97-androidtm-os-40-capactiv-718	319.95 USD	"<p>COBY MID9742-8 KYROS(TM) 9.7"" ANDROID(TM) OS 4.0 CAPACTIVIE TOUCHSCREEN TABLET 9.7"" CAPACITIVE TOUCHSCREEN; ANDROID(TM) OS 4.0; 1GB RAM; USERS CAN ACCESS POPULAR GAMES &amp; APPS FROM THE GETJAR(R) MARKETPLACE; ALL-IN-ONE DEVICE TO BROWSE THE WEB, WATCH YOUTUBE(R) VIDEOS, CHECK EMAIL &amp; MORE; PLAYS POPULAR INTERNET VIDEO, MUSIC &amp; PHOTO FORMATS; E-READER WITH ACCESS TO THOUSANDS OF BOOKS; MULTI-TOUCH TECHNOLOGY TRANSFORMS FINGERTIP MOTIONS INTO EFFORTLESS GESTURES;?COMPATIBLE WITH MICROSDHC(TM) CARDS; WI-FI (802.11 B/G/N); LI-POLY BATTERY</p>"	used	http://pricetack.com/static/uploads/item.image.9900a654f31abfda.5f646174615f696d616765735f63616368655f3130395f643264636635653830323638663864326138643539666566303161393138326431336535333761363164623266633562396265333638383161613666303239645f313030305f313030307e3234307e3234302e6a7067.jpg
751	Genuine Leather Long Heavy Coat - 2X	http://pricetack.com/item/genuine-leather-long-heavy-coat-2x-751	70.95 USD	"<p>Features removable full quilted lining, 2 exterior slash pockets, 1 interior pocket, removable hood, zippered front closure, and adjustable belt.</p>"	used	http://pricetack.com/static/uploads/item.image.b1cb969f853902a8.5f646174615f696d616765735f63616368655f365f333238343666643762386537643061373461343363643864646335316633346334353139383134383033383366366638303034386361663131373966353035345f3830305f3830307e3234307e3234302e6a7067.jpg
540	4pc Solid Leather Biker Belt Loop Purse Set	http://pricetack.com/item/4pc-solid-leather-biker-belt-loop-purse-set-540	60.95 USD	"<p>Diamond Plate 4pc Solid Genuine Leather Biker Belt Loop Purse Set. All purses feature adjustable/removable shoulder straps and belt loop hooks. Set includes: 6-5/8"" x 2-1/2"" x 5-1/4"" purse with embroidered skull and crossbones and 2 zippered pockets; 6-3/4"" x 1-3/8"" x 5-1/2"" purse with zippered main compartment, zippered front pocket and studded flap with hook and loop closure; 8-3/4"" x 3"" x 6"" purse with BIKER CHICK embroidered on front, zippered main compartment and 3 exterior pockets; and 11-1/4"" x 3/8"" x 8-1/4"" purse with embroidered roses, zippered main compartment and 2 interior pockets. Cannot be ordered individually, we only sell in complete 4pc sets. 3 lbs each.</p>"	used	http://pricetack.com/static/uploads/item.image.86abcdd4d87371d2.323330312d325f315f5f6c617267652e6a7067.jpg
315	Hello Kitty Toddler Girl's Jeans 2T	http://pricetack.com/item/hello-kitty-toddler-girls-jeans-2t-315	11.99 USD	"<p>Hello Kitty toddler girl's jeans with Hello Kitty logo in satin at the front lower left pant leg. Pink tiny hearts, Hello Kitty, and a peace sign is in embroidery. Embroidery pink peace sign symbol on each back pocket. Zipper front and button closure. Elastic back waistband. Five pocket style.</p><p>Inseam Length 9""</p><p>100% Authentic Cotton/Lycra (excluding decoration)</p><p>USPS International First Class Mail to Canada $4.95 USPS International First Class Mail Worldwide $8.95</p><p>Returns are accepted within 7 days of receipt of merchandise (the buyer pays shipping fees). The item will be refunded if merchandise is in the same condition as brand new, having no signs of being worn, and all tags attached. Please contact me by email within 48 hours of receipt of merchandise notifying me of your intent to return merchandise.</p>"	used	http://pricetack.com/static/uploads/item.image.a75b82abcac06ca8.48656c6c6f204b697474792050616e7473202d50656163652e6a7067.jpg
849	Accessory Kit, Remote + Warranty + Strap + USB Cable for Canon SLR 60D 70D	http://pricetack.com/item/accessory-kit-remote-warranty-strap-usb-cable-for--849	69.95 USD	"<p>Accessory Kit, Remote + Warranty + Strap + USB Cable</p><p>for Canon SLR 60D 70D Digital Camera</p><p>Features:</p><p>Covers any digital point and shoot camera, digital SLR camera (body only). This contract includes free annual cleaning and our exclusive 29 point diagnostics only in the us</p><p>An extended warranty is an extension of your original manufacturer’s warranty. Canon warranty their products to be free from defects for up to one year from the date of purchase. This warranty virtually guarantees you that if your newly purchased product fails, the manufacturer will protect you from the high costs of replacement parts and labor necessary to repair your product. Consumer Priority Service warranty lengthen your product’s coverage for an additional 3 years to ensure you get years of performance satisfaction from your newly purchased product</p><p>CPS covers 100% parts and labor for covered repairs. When you purchase a Replacement Plan, your entire product is covered. Claims resulting from misuse, abuse or negligence are not covered.</p><p>Item Includes</p><p>• RS-60E3 Remote Switch Control</p><p>• CPS 3 Year Extended Warranty</p><p>• Neck Strap</p><p>• USB Cable</p><p>• Cleaning Kit</p><p>• 1-Year Warranty</p><p>Shipping Info:</p><p>• We Ship Worldwide</p><p>• We Offer Discounted Rates for Additional Items in Combined Purchases.</p><p>• All Orders with Cleared Payment will be Shipped out within 24-48 Business Hours except Weekends or Holidays.</p><p>• Delivery Time is 4-7 Business Days to U.S, Canada will take 15-20 Business Days &amp; International will take up to 30 Days. The Transit Time Might Fluctuate due to the Customs in each Country.</p><p>• For Customer Service Questions Contact us at 1-877-376-7627.</p>"	used	http://pricetack.com/static/uploads/item.image.976ff6e516e172a7.3630647365742e4a5047.JPG
805	Paris Hilton Passport In Tokyo 3.3 oz EDT Perfume by  Paris Hilton for Women	http://pricetack.com/item/paris-hilton-passport-in-tokyo-33-oz-edt-perfume-b-805	20.95 USD	"<p>Paris Hilton Passport In Tokyo Perfume by Paris Hilton. Paris Hilton’s Passport Tokyo was launched in 2010. The collection was created in collaboration with Parlux. The top notes are red apple and lemon. The heart notes are iris, jasmine, frangipani and orange blossom. The base notes are clear musk, cedar and sandalwood. All products are original, authentic name brands.</p>"	used	http://pricetack.com/static/uploads/item.image.b97f264517c0ff2b.3230373537312e6a7067.jpg
326	Ed Hardy Tiger Head Rhinestones Mens Trucker Cap	http://pricetack.com/item/ed-hardy-tiger-head-rhinestones-mens-trucker-cap-326	69.99 USD	"<p>Ed Hardy by Christian Audigier men's trucker cap with graphic tiger head in embroidery accented with rhinestones. Ed Hardy by Christian Audigier logo on bill. Mesh back. Adjustable closure.</p><p>100% Authentic Cotton/Polyester</p><p>USPS International First Class Mail to Canada $5.95 USPS International First Class Mail Worldwide $9.95</p><p>Returns are accepted within 7 days of receipt of merchandise (the buyer pays shipping fees). The item will be refunded if merchandise is in the same condition as brand new, having no signs of being worn, and all tags attached. Please contact by email within 48 hours of receipt of merchandise notifying of intent to return merchandise.</p>"	used	http://pricetack.com/static/uploads/item.image.ba10dd1d53d55452.456420486172647920436170205469676572202867726e292e283530296a70672e6a7067.jpg
699	DIGITAL CAMO BRIEFCASE 	http://pricetack.com/item/digital-camo-briefcase-699	51.95 USD	"<p>This sporty design is a bold departure from the traditional look of many briefcases. Its durable construction makes it versatile for use even outside of the office. Features multiple zippered exterior pockets, interior zippered pocket, interior dividing pouch, zippered main compartment, hand straps, and detachable shoulder strap. Measures 16-1/2"" x 11-3/4"" x 4-1/2"".</p>"	used	http://pricetack.com/static/uploads/item.image.9ba18d87627c0383.5f646174615f696d616765735f63616368655f365f343038623761393763333462383131393761663133373536643465643133323761643431353836636430646166353233616166643562366461643631326234385f3830305f3830307e3234307e3234302e6a7067.jpg
703	26" DIGITAL CAMO TROLLEY BAG 	http://pricetack.com/item/26-digital-camo-trolley-bag-703	70.95 USD	"<p>Whether you're navigating a busy airport or rugged outdoor terrain, this roomy trolley bag gives you plenty of options to comfortably carry plenty of clothing and gear for your trip. Features multiple zippered compartments, telescoping handle, removable/adjustable shoulder strap and hand straps with hook and loop fastener. Measures 26"" x 13-1/2"" x 13"".</p>"	used	http://pricetack.com/static/uploads/item.image.b992c02360e69c47.5f646174615f696d616765735f63616368655f365f326165656565336338393865303134376361343863636638373331336235653863343239666233623137323839383062313335303734316636623439376232625f3830305f3830307e3234307e3234302e6a7067.jpg
793	Fairy Dust  1.7 oz Perfume GIFT SET by  Paris Hilton for Women	http://pricetack.com/item/fairy-dust-17-oz-perfume-gift-set-by-paris-hilton--793	28.95 USD	"<p>Gift Set - 1.7 oz Eau De Parfum Spray + 3 oz Body Lotion + 3 oz Shower Gel</p>"	used	http://pricetack.com/static/uploads/item.image.b9abdb6d94348972.4644574753332e6a7067.jpg
897	iPad Air 2	http://pricetack.com/item/ipad-air-2-897	100.00 USD	""	used	
16	Tommy Hilfiger PGA National Golf Shirt M	http://pricetack.com/item/tommy-hilfiger-pga-national-golf-shirt-m-16	16.00 USD	"<div>100% cotton pique polo/golf shirt by Tommy Hilfiger</div><div>""PGA National"" logo front left - Tommy Hilfiger flag logo top of placket</div><div>2 buttons - short sleeves banded</div><div>Size: Medium (20 inch chest - 27 inch length)</div><div>Preowned - good condition</div>"	used	http://pricetack.com/static/uploads/item.image.97a56099e4c5f719.494d475f323130372e4a5047.JPG
566	Leather Biker Vest with 14 Patches (Size4: XL)	http://pricetack.com/item/leather-biker-vest-with-14-patches-size4-xl-566	46.95 USD	"<p>Diamond Plate Rock Design Genuine Buffalo Leather Vest. Features antique finish buffalo nickel style snaps, leather side laces, four slash pockets, and 14 patches on front and back. Embroidered patches are included and already sewn in place! Size X-Large.</p>"	used	http://pricetack.com/static/uploads/item.image.95fa72a2b38209d0.323333332d322e6a7067.jpg
701	DIGITAL CAMO HEAVY DUTY TOTE BAG 	http://pricetack.com/item/digital-camo-heavy-duty-tote-bag-701	51.95 USD	"<p>Features multiple pockets on the outside and a detachable/adjustable shoulder strap. Measures 25-1/2"" (including end pockets) x 14"" x 16"".</p>"	used	http://pricetack.com/static/uploads/item.image.89f5a5f9bc9a4ce3.5f646174615f696d616765735f63616368655f365f643165306631643365663462333435636333303630326263633666313134386335316133323661623733343166393266363661323731373466616532363766665f3830305f3830307e3234307e3234302e6a7067.jpg
676	Fcuk Friction  3.4 oz EDP Perfume GIFT SET by French Connection for Women	http://pricetack.com/item/fcuk-friction-34-oz-edp-perfume-gift-set-by-french-676	20.95 USD	"<p>Gift Set - 3.4 oz Eau De Parfum Spray + 3.4 oz Body Lotion + Free Underwear</p>"	used	http://pricetack.com/static/uploads/item.image.97809d5808b93d36.3232313436322e6a7067.jpg
616	Test Items	http://pricetack.com/item/test-items-616	7.00 USD	""	used	http://pricetack.com/static/uploads/item.image.b9dbb7479d1ddecd.6e6f5f7461626c652e696d6167652e393439363533663638363531656566642e6a706567.jpeg
266	C oach Style Handbags with Attached Cell Phone Case	http://pricetack.com/item/c-oach-style-handbags-with-attached-cell-phone-cas-266	24.00 USD	"<p>C oach Style Handbags with Attached Cell Phone Case. 10 X 8 X 3 - strap with buckle - removable cell phone case - zipper pull - inside pocket - 2 pockets total - fully lined.</p>"	used	http://pricetack.com/static/uploads/item.image.a897f6382eb70e2f.3034383648422d43483031302e6a7067.jpg
800	Paris Hilton Heiress 1.7 oz EDP Perfume by  Paris Hilton for Women	http://pricetack.com/item/paris-hilton-heiress-17-oz-edp-perfume-by-paris-hi-800	22.95 USD	"<p>Heiress Paris Hilton perfume for women expertly balances a light, energetic tone with fruity and floral notes. The combination makes this scent perfect for a broad variety of casual events. First introduced by Paris Hilton in 2006, Heiress has a delicate and appealing construction that combines notes of passion fruit, peach granita, champagne, tiare, dewberry and honeysuckle, among other elements.</p>"	used	http://pricetack.com/static/uploads/item.image.8c33826ab21940c0.3631323536572e6a7067.jpg
595	Beyonce Heat 3.4 oz EDP Perfume by Beyonce for Women	http://pricetack.com/item/beyonce-heat-34-oz-edp-perfume-by-beyonce-for-wome-595	28.95 USD	"<p>Beyonce Heat Perfume by Beyonce. This is a vanilla oriental for women that sizzles -glamorous, confident and seductive. Top notes of are sweet with a bite---red vanilla-orchid, magnolia, neroli and peach. A sultry heart of honeysuckle, almond and musky cream, leads to the base notes of sequoia wood, tonka and amber. All products are original, authentic name brands.</p>"	used	http://pricetack.com/static/uploads/item.image.8904ad35f05dab61.3636353032572e6a7067.jpg
899	bob test user	http://pricetack.com/item/bob-test-user-899	0.01 USD	""	used	
714	MOTOROLA MJ270R 27-MILE TALKABOUT 2-WAY RADIOS 	http://pricetack.com/item/motorola-mj270r-27-mile-talkabout-2-way-radios-714	69.95 USD	"<p>MOTOROLA MJ270R 27-MILE TALKABOUT 2-WAY RADIOS UP TO 27-MILE RANGE; IVOX HANDS-FREE COMMUNICATION;11 NOAA WEATHER CHANNELS WITH ALERTS; FLASHLIGHT; EMERGENCY ALERT BUTTON; EMERGENCY PREPAREDNESS CHECKLIST; QUIET TALK FILTER; RECHARGEABLE; BATTERY SAVE FEATURE; MINI-USB CHARGING PORT</p>"	used	http://pricetack.com/static/uploads/item.image.962e0a53e78ebc3d.5f646174615f696d616765735f63616368655f3130395f356363643830346661613063313934346332343835646635393630653038316530636631336637363338336630343964333234623730343931313365326266375f313030305f313030307e3234307e3234302e6a7067.jpg
272	Pirate Bandanna with Charms	http://pricetack.com/item/pirate-bandanna-with-charms-272	24.00 USD	"<p>Pirate Bandanna with Charms. (color AS SHOWN). One Size Fits Most.</p>"	used	http://pricetack.com/static/uploads/item.image.ac11c141fc27e208.363032412d57323032322e6a7067.jpg
702	23" DIGITAL CAMO TOTE BAG	http://pricetack.com/item/23-digital-camo-tote-bag-702	44.95 USD	"<p>This personal size tote bag can be tossed in the back of a pickup truck for a weekend campout or it can serve as a standout luggage piece for air travel. Several zippered pockets allow you to stow your belongings in an organized manner. Features polypropylene feet, hand straps and detachable/adjustable shoulder strap. Measures 23"" x 13-1/2"" x 13-1/4"".</p>"	used	http://pricetack.com/static/uploads/item.image.89a275b0c508bfe0.5f646174615f696d616765735f63616368655f365f653464373732323031626136643939623564663264626335393332396231396263393763346337336236616566346533323039626665336362363131336665365f3830305f3830307e3234307e3234302e6a7067.jpg
257	Turquoise Faux Leather Floral Embossed Handbag w/Braided Straps	http://pricetack.com/item/turquoise-faux-leather-floral-embossed-handbag-wbr-257	16.00 USD	"<p>Turquoise Faux Leather Floral Embossed Handbag w/Braided Straps. Zipper opening. One pocket. 12"" x 6""x 2.5"".</p>"	used	http://pricetack.com/static/uploads/item.image.b0238ff1780d80a0.353848422d484247393036343254522e6a7067.jpg
664	Love Notes 3.3 oz EDP Perfume by Ellen Tracy for Women	http://pricetack.com/item/love-notes-33-oz-edp-perfume-by-ellen-tracy-for-wo-664	27.95 USD	"<p>Love Notes Perfume by Ellen Tracy. All products are original, authentic name brands.</p>"	used	http://pricetack.com/static/uploads/item.image.824708dd006b0508.3237343139335f462e6a7067.jpg
576	Buffalo Motorcycle Jacket (Size `S)	http://pricetack.com/item/buffalo-motorcycle-jacket-size-s-576	63.95 USD	"<p>Diamond Plate Rock Design Buffalo Leather Motorcycle Jacket. Features multiple patches zip front quilted lining Nehru collar padded elbows and zip closure wrists. Embroidered patches are included and already sewn in place Size Small.</p>"	used	http://pricetack.com/static/uploads/item.image.8fd300fef1576961.313032372d322e6a7067.jpg
796	Just Me Paris Hilton 3.3 oz EDP Perfume by  Paris Hilton for Women	http://pricetack.com/item/just-me-paris-hilton-33-oz-edp-perfume-by-paris-hi-796	26.95 USD	"<p>Just Me Paris Hilton by Paris Hilton is a lovely fragrance for women. Introduced in 2005, this unique, yet delicate fragrance, is ideal for daytime use, so you can wear it to the office or while you spend the day shopping with friends. It features a variety of notes that come together to make a wonderful signature scent. These notes include vanilla, musk, raspberry, white rose, bergamot, peppercorn, freesia, lily, iris, sandalwood and other woods.</p>"	used	http://pricetack.com/static/uploads/item.image.805a5392d135b7bf.3630383036572e6a7067.jpg
715	Toshiba Notebooks 15.6" AMD 750GB 6GB WIN8 	http://pricetack.com/item/toshiba-notebooks-156-amd-750gb-6gb-win8-715	749.95 USD	"<p>Color: Ice Blue Brushed Aluminum; Operating System: Windows 8, Processor and Graphics: AMD Quad-Core A8-4555M Accelerated Processor with AMD Radeon HD 7600G, 1.6 GHz (2.4GHz with AMD Turbo Core Technology 3.0), 4MB L2 Cache, AMD A70M Chipset; Memory: Configured with 6GB DDR3 1333MHz (Max 16B), 2 main memory slots, both slots occupied. Storage Drive 750GB (5400RPM) Serial ATA hard disk drive. DVD SuperMulti drive supporting 11 formats.</p><p>No returns for credit. Authorized customer service center for repair only.</p>"	used	http://pricetack.com/static/uploads/item.image.8dd1a9fd1c23faaf.5f646174615f696d616765735f63616368655f345f696d616765735f70726f644c617267655f533935354453353337347e3234307e3234302e6a7067.jpg
687	LAMBSKIN LEATHER PURSE 	http://pricetack.com/item/lambskin-leather-purse-687	49.95 USD	"<p>Features embossed alligator accents, magnetic closure strap, padded handles, zippered main compartment and 1 interior pocket. Measures 18"" x 5-1/2"" x 9"".</p>"	used	http://pricetack.com/static/uploads/item.image.9b8d53d59192fd6b.5f646174615f696d616765735f63616368655f365f333832333038646339623336323137383039336134323636343436633131613937613238633834633139633365343463363731653531383663626434313139365f3830305f3830307e3234307e3234302e6a7067.jpg
860	Purdue Boilermakers Black and Gold Tote	http://pricetack.com/item/purdue-boilermakers-black-and-gold-tote-860	21.70 USD	"<p>* Handmade * 11 1/2"" H x 12"" W x 2"" D * Purdue Boilermakers cotton print outside * Solid Black cotton inside lining. * 1 inside pocket. * 1 outside pocket with flap * 2 - 24"" handles * Velcro * Medium interfacing was added for extra body durability.</p><p>** THIS IS NOT A LICENSED PRODUCT. ** THE HANDLES AND INSIDE LINING MAY VARY FROM BAG TO BAG.</p>"	used	http://pricetack.com/static/uploads/item.image.97e02dfdfc5df498.707572647565312e6a7067.jpg
874	Rainbow Lounger Pool Float	http://pricetack.com/item/rainbow-lounger-pool-float-874	0.01 USD	"<p>Lay on the Rainbow Lounger, relax in the sun with this sleek and colorful inflatable fliat is made of heavy gauge vinyl. It measures a full 56"" long by 35"" wide and has a weight capacity of 200 lbs.</p>"	used	http://pricetack.com/static/uploads/item.image.aa94de040d211578.4e543133382d736d616c6c2e6a7067.jpg
575	Buffalo Leather Mens Jacket (Size: `3X)	http://pricetack.com/item/buffalo-leather-mens-jacket-size-3x-575	82.95 USD	"<p>Features zip-out polyester lining, gunmetal zipper and buckle with black snaps, large eagle patch on the back, multiple small patches, belted waist, leather laces, shirt collar that snaps down, slash pockets, and snap epaulets on the shoulder. Embroidered patches are included and already sewn in place!</p>"	used	http://pricetack.com/static/uploads/item.image.9a79a610c1981a84.5f646174615f696d616765735f63616368655f365f5f53746f72655f537570706f72745f496d616765735f47464d4f544c54525f47464d4f544c54525f3830307e3234307e3234302e6a7067.jpg
806	Paris Hilton Passport Southbeach 3.3 oz EDT Perfume by  Paris Hilton for Women	http://pricetack.com/item/paris-hilton-passport-southbeach-33-oz-edt-perfume-806	20.95 USD	"<p>Paris Hilton Passport Southbeach Perfume by Paris Hilton. The third fragrance from The Passport Collection, South Beach, was released by the design house of Paris Hilton in 2010. Top notes include freesia, nectarine and lotus for a fresh and exhilarating scent of the tropics. The heart of the fragrance contains notes of marigold, jasmine and osmanthus, while closing base notes are comprised of musk and sandalwood. All products are original, authentic name brands.</p>"	used	http://pricetack.com/static/uploads/item.image.87c85e42e67eb393.3230373537332e6a7067.jpg
